2019-12-27 00:00:00 Launching analysis for 1401383834 with LEAN Engine v2.5.0.0
2023-01-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-01-24 16:00:00 2023-01-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-01-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-01-25 16:00:00 2023-01-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-01-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-01-26 16:00:00 2023-01-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-01-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-01-27 16:00:00 2023-01-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-01-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-01-30 16:00:00 2023-01-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-01-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-01-31 16:00:00 2023-01-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-01-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-01 16:00:00 2023-02-01 10:00:00 >> Monthly rebalancing to target allocations
2023-02-01 16:00:00 2023-02-01 10:00:00 >> Skipping MSFT: No data available.
2023-02-01 16:00:00 2023-02-01 10:00:00 >> Skipping XOM: No data available.
2023-02-01 16:00:00 2023-02-01 10:00:00 >> Skipping GOLD: No data available.
2023-02-01 16:00:00 2023-02-01 10:00:00 >> Skipping NEE: No data available.
2023-02-01 16:00:00 2023-02-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-02 16:00:00 2023-02-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-03 16:00:00 2023-02-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-06 16:00:00 2023-02-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-07 16:00:00 2023-02-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-08 16:00:00 2023-02-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-09 16:00:00 2023-02-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-10 16:00:00 2023-02-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-13 16:00:00 2023-02-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-14 16:00:00 2023-02-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-15 16:00:00 2023-02-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-16 16:00:00 2023-02-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-17 16:00:00 2023-02-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-21 16:00:00 2023-02-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-22 16:00:00 2023-02-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-23 16:00:00 2023-02-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-24 16:00:00 2023-02-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-27 16:00:00 2023-02-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-02-28 16:00:00 2023-02-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-02-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-01 16:00:00 2023-03-01 10:00:00 >> Monthly rebalancing to target allocations
2023-03-01 16:00:00 2023-03-01 10:00:00 >> Skipping MSFT: No data available.
2023-03-01 16:00:00 2023-03-01 10:00:00 >> Skipping XOM: No data available.
2023-03-01 16:00:00 2023-03-01 10:00:00 >> Skipping GOLD: No data available.
2023-03-01 16:00:00 2023-03-01 10:00:00 >> Skipping NEE: No data available.
2023-03-01 16:00:00 2023-03-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-02 16:00:00 2023-03-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-03 16:00:00 2023-03-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-06 16:00:00 2023-03-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-07 16:00:00 2023-03-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-08 16:00:00 2023-03-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-09 16:00:00 2023-03-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-10 16:00:00 2023-03-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-13 16:00:00 2023-03-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-14 16:00:00 2023-03-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-15 16:00:00 2023-03-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-16 16:00:00 2023-03-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-17 16:00:00 2023-03-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-20 16:00:00 2023-03-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-21 16:00:00 2023-03-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-22 16:00:00 2023-03-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-23 16:00:00 2023-03-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-24 16:00:00 2023-03-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-27 16:00:00 2023-03-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-28 16:00:00 2023-03-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-29 16:00:00 2023-03-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-30 16:00:00 2023-03-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-03-31 16:00:00 2023-03-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-03-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-03 16:00:00 2023-04-03 10:00:00 >> Monthly rebalancing to target allocations
2023-04-03 16:00:00 2023-04-03 10:00:00 >> Skipping MSFT: No data available.
2023-04-03 16:00:00 2023-04-03 10:00:00 >> Skipping XOM: No data available.
2023-04-03 16:00:00 2023-04-03 10:00:00 >> Skipping GOLD: No data available.
2023-04-03 16:00:00 2023-04-03 10:00:00 >> Skipping NEE: No data available.
2023-04-03 16:00:00 2023-04-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-04 16:00:00 2023-04-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-05 16:00:00 2023-04-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-06 16:00:00 2023-04-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-10 16:00:00 2023-04-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-11 16:00:00 2023-04-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-12 16:00:00 2023-04-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-13 16:00:00 2023-04-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-14 16:00:00 2023-04-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-17 16:00:00 2023-04-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-18 16:00:00 2023-04-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-19 16:00:00 2023-04-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-20 16:00:00 2023-04-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-21 16:00:00 2023-04-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-24 16:00:00 2023-04-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-25 16:00:00 2023-04-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-26 16:00:00 2023-04-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-27 16:00:00 2023-04-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-04-28 16:00:00 2023-04-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-04-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-01 16:00:00 2023-05-01 10:00:00 >> Monthly rebalancing to target allocations
2023-05-01 16:00:00 2023-05-01 10:00:00 >> Skipping MSFT: No data available.
2023-05-01 16:00:00 2023-05-01 10:00:00 >> Skipping XOM: No data available.
2023-05-01 16:00:00 2023-05-01 10:00:00 >> Skipping GOLD: No data available.
2023-05-01 16:00:00 2023-05-01 10:00:00 >> Skipping NEE: No data available.
2023-05-01 16:00:00 2023-05-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-02 16:00:00 2023-05-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-03 16:00:00 2023-05-03 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-03 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-04 16:00:00 2023-05-04 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-04 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-05 16:00:00 2023-05-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-08 16:00:00 2023-05-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-09 16:00:00 2023-05-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-10 16:00:00 2023-05-10 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-10 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-11 16:00:00 2023-05-11 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-11 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-12 16:00:00 2023-05-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-15 16:00:00 2023-05-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-16 16:00:00 2023-05-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-17 16:00:00 2023-05-17 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-17 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-18 16:00:00 2023-05-18 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-18 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-19 16:00:00 2023-05-19 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-19 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-22 16:00:00 2023-05-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-23 16:00:00 2023-05-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-24 16:00:00 2023-05-24 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-24 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-25 16:00:00 2023-05-25 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-25 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-26 16:00:00 2023-05-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-30 16:00:00 2023-05-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-05-31 16:00:00 2023-05-31 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-05-31 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-01 16:00:00 2023-06-01 10:00:00 >> Monthly rebalancing to target allocations
2023-06-01 16:00:00 2023-06-01 10:00:00 >> Skipping MSFT: No data available.
2023-06-01 16:00:00 2023-06-01 10:00:00 >> Skipping XOM: No data available.
2023-06-01 16:00:00 2023-06-01 10:00:00 >> Skipping GOLD: No data available.
2023-06-01 16:00:00 2023-06-01 10:00:00 >> Skipping NEE: No data available.
2023-06-01 16:00:00 2023-06-01 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-01 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-02 16:00:00 2023-06-02 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-02 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-05 16:00:00 2023-06-05 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-05 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-06 16:00:00 2023-06-06 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-06 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-07 16:00:00 2023-06-07 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-07 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-08 16:00:00 2023-06-08 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-08 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-09 16:00:00 2023-06-09 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-09 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-12 16:00:00 2023-06-12 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-12 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-13 16:00:00 2023-06-13 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-13 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-14 16:00:00 2023-06-14 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-14 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-15 16:00:00 2023-06-15 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-15 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-16 16:00:00 2023-06-16 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-16 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-20 16:00:00 2023-06-20 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-20 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-21 16:00:00 2023-06-21 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-21 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-22 16:00:00 2023-06-22 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-22 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-23 16:00:00 2023-06-23 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-23 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-26 16:00:00 2023-06-26 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-26 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-27 16:00:00 2023-06-27 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-27 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-28 16:00:00 2023-06-28 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-28 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-29 16:00:00 2023-06-29 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-29 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-06-30 16:00:00 2023-06-30 15:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
2023-06-30 16:00:00    AAPL: 185.0 shares, Avg Price: $91.43, Current: $122.15
2023-07-03 13:00:00 2023-07-03 10:00:00 >> Monthly rebalancing to target allocations
2023-07-03 13:00:00 2023-07-03 10:00:00 >> Skipping MSFT: No data available.
2023-07-03 13:00:00 2023-07-03 10:00:00 >> Skipping XOM: No data available.
2023-07-03 13:00:00 2023-07-03 10:00:00 >> Skipping GOLD: No data available.
2023-07-03 13:00:00 2023-07-03 10:00:00 >> Skipping NEE: No data available.
2023-07-03 13:00:00 2023-07-03 12:55:00 >> Portfolio Value: $112939.47, Cash: $90341.72
